article_id,status,category,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,protected_intent_conflict,requires_sources,source_notes,internal_link_targets,commercial_link_target,author,planned_date,score,quality_status,last_checked,published_date,notes,batch_id
HD-0007,PUBLISHED,Hỏi đáp,chạy xe máy trong phố đi bộ được không,chạy xe máy trong phố đi bộ được không,informational,Chạy xe máy trong phố đi bộ được không,hd-0007-chay-xe-may-trong-pho-di-bo-duoc-khong,cam-nang/hoi-dap/hd-0007-chay-xe-may-trong-pho-di-bo-duoc-khong.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-14,97,PASS,2026-09-26,2026-09-26,,BATCH-001
KN-0008,PUBLISHED,Kinh nghiệm,kinh nghiệm giữ an toàn cho honda wave khi gửi xe qua đêm,kinh nghiệm giữ an toàn cho honda wave khi gửi xe qua đêm,informational,Kinh nghiệm giữ an toàn cho Honda Wave khi gửi xe qua đêm,kn-0008-kinh-nghiem-giu-an-toan-cho-honda-wave-khi-gui-xe-qua-dem,cam-nang/kinh-nghiem/kn-0008-kinh-nghiem-giu-an-toan-cho-honda-wave-khi-gui-xe-qua-dem.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-15,95,PASS,2026-09-26,2026-09-26,,BATCH-001
AT-0008,PUBLISHED,An toàn,đi vào làn đường của ô tô bằng xe máy bị phạt không,đi vào làn đường của ô tô bằng xe máy bị phạt không,informational,Đi vào làn đường của ô tô bằng xe máy bị phạt không,at-0008-di-vao-lan-duong-cua-o-to-bang-xe-may-bi-phat-khong,cam-nang/an-toan/at-0008-di-vao-lan-duong-cua-o-to-bang-xe-may-bi-phat-khong.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-16,97,PASS,2026-09-26,2026-09-26,,BATCH-001
XM-0008,PUBLISHED,Xe máy,bảo dưỡng dây xích của honda wave đúng cách,bảo dưỡng dây xích của honda wave đúng cách,informational,Bảo dưỡng dây xích của Honda Wave đúng cách,xm-0008-bao-duong-day-xich-cua-honda-wave-dung-cach,cam-nang/xe-may/xm-0008-bao-duong-day-xich-cua-honda-wave-dung-cach.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-17,93,PASS,2026-09-26,2026-09-26,,BATCH-001
DL-0008,PUBLISHED,Du lịch,điểm ngắm hoàng hôn ở hồ hoàn kiếm khi đi xe máy,điểm ngắm hoàng hôn ở hồ hoàn kiếm khi đi xe máy,informational,Điểm ngắm hoàng hôn ở Hồ Hoàn Kiếm khi đi xe máy,dl-0008-diem-ngam-hoang-hon-o-ho-hoan-kiem-khi-di-xe-may,cam-nang/du-lich/dl-0008-diem-ngam-hoang-hon-o-ho-hoan-kiem-khi-di-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-18,97,PASS,2026-09-26,2026-09-26,,BATCH-001
CD-0008,PUBLISHED,Cung đường,trải nghiệm một ngày ở thái nguyên bằng xe máy,trải nghiệm một ngày ở thái nguyên bằng xe máy,informational,Trải nghiệm một ngày ở Thái Nguyên bằng xe máy,cd-0008-trai-nghiem-mot-ngay-o-thai-nguyen-bang-xe-may,cam-nang/cung-duong/cd-0008-trai-nghiem-mot-ngay-o-thai-nguyen-bang-xe-may.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-19,95,PASS,2026-09-26,2026-09-26,,BATCH-001
HD-0008,PUBLISHED,Hỏi đáp,phụ huynh chở con nhỏ chạy xe máy được không,phụ huynh chở con nhỏ chạy xe máy được không,informational,Phụ huynh chở con nhỏ chạy xe máy được không,hd-0008-phu-huynh-cho-con-nho-chay-xe-may-duoc-khong,cam-nang/hoi-dap/hd-0008-phu-huynh-cho-con-nho-chay-xe-may-duoc-khong.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-20,97,PASS,2026-09-26,2026-09-26,,BATCH-001
KN-0009,PUBLISHED,Kinh nghiệm,đi thử honda wave quanh phố trước khi thuê cần kiểm tra gì,đi thử honda wave quanh phố trước khi thuê cần kiểm tra gì,informational,Đi thử Honda Wave quanh phố trước khi thuê cần kiểm tra gì,kn-0009-di-thu-honda-wave-quanh-pho-truoc-khi-thue-can-kiem-tra-gi,cam-nang/kinh-nghiem/kn-0009-di-thu-honda-wave-quanh-pho-truoc-khi-thue-can-kiem-tra-gi.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-21,97,PASS,2026-09-26,2026-09-26,,BATCH-001
AT-0009,PUBLISHED,An toàn,dùng điện thoại khi đang lái xe máy có bị phạt không,dùng điện thoại khi đang lái xe máy có bị phạt không,informational,Dùng điện thoại khi đang lái xe máy có bị phạt không,at-0009-dung-dien-thoai-khi-dang-lai-xe-may-co-bi-phat-khong,cam-nang/an-toan/at-0009-dung-dien-thoai-khi-dang-lai-xe-may-co-bi-phat-khong.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-22,97,PASS,2026-09-26,2026-09-26,,BATCH-001
XM-0009,PUBLISHED,Xe máy,khi nào cần kiểm tra đèn hậu trên honda wave,khi nào cần kiểm tra đèn hậu trên honda wave,informational,Khi nào cần kiểm tra đèn hậu trên Honda Wave,xm-0009-khi-nao-can-kiem-tra-den-hau-tren-honda-wave,cam-nang/xe-may/xm-0009-khi-nao-can-kiem-tra-den-hau-tren-honda-wave.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-23,95,PASS,2026-09-26,2026-09-26,,BATCH-002
DL-0009,PUBLISHED,Du lịch,lộ trình đi xe máy từ hà nội đến chùa trấn quốc,lộ trình đi xe máy từ hà nội đến chùa trấn quốc,informational,Lộ trình đi xe máy từ Hà Nội đến Chùa Trấn Quốc,dl-0009-lo-trinh-di-xe-may-tu-ha-noi-den-chua-tran-quoc,cam-nang/du-lich/dl-0009-lo-trinh-di-xe-may-tu-ha-noi-den-chua-tran-quoc.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-24,99,PASS,2026-09-26,2026-09-26,,BATCH-002
CD-0009,PUBLISHED,Cung đường,trạm dừng nghỉ ven đường tới thái nguyên,trạm dừng nghỉ ven đường tới thái nguyên,informational,Trạm dừng nghỉ ven đường tới Thái Nguyên,cd-0009-tram-dung-nghi-ven-duong-toi-thai-nguyen,cam-nang/cung-duong/cd-0009-tram-dung-nghi-ven-duong-toi-thai-nguyen.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-25,97,PASS,2026-09-26,2026-09-26,,BATCH-002
HD-0009,PUBLISHED,Hỏi đáp,mũ bảo hiểm cần đạt tiêu chuẩn nào,mũ bảo hiểm cần đạt tiêu chuẩn nào,informational,Mũ bảo hiểm cần đạt tiêu chuẩn nào,hd-0009-mu-bao-hiem-can-dat-tieu-chuan-nao,cam-nang/hoi-dap/hd-0009-mu-bao-hiem-can-dat-tieu-chuan-nao.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-26,98,PASS,2026-09-26,2026-09-26,,BATCH-002
KN-0010,PUBLISHED,Kinh nghiệm,kinh nghiệm đề xe và giữ thăng bằng với honda wave,kinh nghiệm đề xe và giữ thăng bằng với honda wave,informational,Kinh nghiệm đề xe và giữ thăng bằng với Honda Wave,kn-0010-kinh-nghiem-de-xe-va-giu-thang-bang-voi-honda-wave,cam-nang/kinh-nghiem/kn-0010-kinh-nghiem-de-xe-va-giu-thang-bang-voi-honda-wave.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-27,100,PASS,2026-09-26,2026-09-26,,BATCH-002
AT-0010,PUBLISHED,An toàn,bằng lái a1 chạy được những loại xe máy nào,bằng lái a1 chạy được những loại xe máy nào,informational,Bằng lái A1 chạy được những loại xe máy nào,at-0010-bang-lai-a1-chay-duoc-nhung-loai-xe-may-nao,cam-nang/an-toan/at-0010-bang-lai-a1-chay-duoc-nhung-loai-xe-may-nao.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-28,99,PASS,2026-09-26,2026-09-26,repair:2,BATCH-002
XM-0010,PUBLISHED,Xe máy,dấu hiệu gương gặp vấn đề trên honda wave,dấu hiệu gương gặp vấn đề trên honda wave,informational,Dấu hiệu gương gặp vấn đề trên Honda Wave,xm-0010-dau-hieu-guong-gap-van-de-tren-honda-wave,cam-nang/xe-may/xm-0010-dau-hieu-guong-gap-van-de-tren-honda-wave.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-01,96,PASS,2026-09-26,2026-09-26,,BATCH-002
DL-0010,PUBLISHED,Du lịch,đi xe máy đến chùa trấn quốc cuối tuần hay ngày thường,đi xe máy đến chùa trấn quốc cuối tuần hay ngày thường,informational,Đi xe máy đến Chùa Trấn Quốc cuối tuần hay ngày thường,dl-0010-di-xe-may-den-chua-tran-quoc-cuoi-tuan-hay-ngay-thuong,cam-nang/du-lich/dl-0010-di-xe-may-den-chua-tran-quoc-cuoi-tuan-hay-ngay-thuong.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-02,96,PASS,2026-09-26,2026-09-26,repair:1,BATCH-002
CD-0010,PUBLISHED,Cung đường,hà nội đến việt trì: quốc lộ nào nên chọn,hà nội đến việt trì: quốc lộ nào nên chọn,informational,Hà Nội đến Việt Trì: quốc lộ nào nên chọn,cd-0010-ha-noi-den-viet-tri-quoc-lo-nao-nen-chon,cam-nang/cung-duong/cd-0010-ha-noi-den-viet-tri-quoc-lo-nao-nen-chon.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-03,95,PASS,2026-09-26,2026-09-26,repair:1,BATCH-002
HD-0010,PUBLISHED,Hỏi đáp,xe máy chạy tối đa bao nhiêu km một giờ trong phố,xe máy chạy tối đa bao nhiêu km một giờ trong phố,informational,Xe máy chạy tối đa bao nhiêu km một giờ trong phố,hd-0010-xe-may-chay-toi-da-bao-nhieu-km-mot-gio-trong-pho,cam-nang/hoi-dap/hd-0010-xe-may-chay-toi-da-bao-nhieu-km-mot-gio-trong-pho.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-04,99,PASS,2026-09-26,2026-09-26,repair:1,BATCH-002
KN-0011,PUBLISHED,Kinh nghiệm,chạy honda wave trong giờ tan tầm ở hà nội nên lưu ý gì,chạy honda wave trong giờ tan tầm ở hà nội nên lưu ý gì,informational,Chạy Honda Wave trong giờ tan tầm ở Hà Nội nên lưu ý gì,kn-0011-chay-honda-wave-trong-gio-tan-tam-o-ha-noi-nen-luu-y-gi,cam-nang/kinh-nghiem/kn-0011-chay-honda-wave-trong-gio-tan-tam-o-ha-noi-nen-luu-y-gi.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-05,100,PASS,2026-09-26,2026-09-26,,BATCH-002
AT-0011,PUBLISHED,An toàn,độ tuổi được cấp giấy phép lái xe máy,độ tuổi được cấp giấy phép lái xe máy,informational,Độ tuổi được cấp giấy phép lái xe máy,at-0011-do-tuoi-duoc-cap-giay-phep-lai-xe-may,cam-nang/an-toan/at-0011-do-tuoi-duoc-cap-giay-phep-lai-xe-may.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-06,100,PASS,2026-09-26,2026-09-26,repair:1,BATCH-002
XM-0011,PUBLISHED,Xe máy,cách kiểm tra bình xăng trên honda wave,cách kiểm tra bình xăng trên honda wave,informational,Cách kiểm tra bình xăng trên Honda Wave,xm-0011-cach-kiem-tra-binh-xang-tren-honda-wave,cam-nang/xe-may/xm-0011-cach-kiem-tra-binh-xang-tren-honda-wave.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-07,96,PASS,2026-09-26,2026-09-26,,BATCH-002
DL-0011,PUBLISHED,Du lịch,quán ăn nổi tiếng gần chùa trấn quốc cho khách đi xe máy,quán ăn nổi tiếng gần chùa trấn quốc cho khách đi xe máy,informational,Quán ăn nổi tiếng gần Chùa Trấn Quốc cho khách đi xe máy,dl-0011-quan-an-noi-tieng-gan-chua-tran-quoc-cho-khach-di-xe-may,cam-nang/du-lich/dl-0011-quan-an-noi-tieng-gan-chua-tran-quoc-cho-khach-di-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-08,96,PASS,2026-09-26,2026-09-26,,BATCH-002
CD-0011,PUBLISHED,Cung đường,hai ngày ở việt trì: lịch trình gợi ý cho người đi xe,hai ngày ở việt trì: lịch trình gợi ý cho người đi xe,informational,Hai ngày ở Việt Trì: lịch trình gợi ý cho người đi xe,cd-0011-hai-ngay-o-viet-tri-lich-trinh-goi-y-cho-nguoi-di-xe,cam-nang/cung-duong/cd-0011-hai-ngay-o-viet-tri-lich-trinh-goi-y-cho-nguoi-di-xe.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-09,96,PASS,2026-09-26,2026-09-26,repair:1,BATCH-002
HD-0011,PUBLISHED,Hỏi đáp,người ngồi sau không đội mũ có bị phạt không,người ngồi sau không đội mũ có bị phạt không,informational,Người ngồi sau không đội mũ có bị phạt không,hd-0011-nguoi-ngoi-sau-khong-doi-mu-co-bi-phat-khong,cam-nang/hoi-dap/hd-0011-nguoi-ngoi-sau-khong-doi-mu-co-bi-phat-khong.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-10,99,PASS,2026-09-26,2026-09-26,,BATCH-002
KN-0012,PUBLISHED,Kinh nghiệm,kinh nghiệm chở đồ du lịch trên honda wave,kinh nghiệm chở đồ du lịch trên honda wave,informational,Kinh nghiệm chở đồ du lịch trên Honda Wave,kn-0012-kinh-nghiem-cho-do-du-lich-tren-honda-wave,cam-nang/kinh-nghiem/kn-0012-kinh-nghiem-cho-do-du-lich-tren-honda-wave.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-11,96,PASS,2026-09-26,2026-09-26,,BATCH-002
AT-0012,PUBLISHED,An toàn,người nước ngoài lái xe máy ở việt nam cần giấy tờ gì,người nước ngoài lái xe máy ở việt nam cần giấy tờ gì,informational,Người nước ngoài lái xe máy ở Việt Nam cần giấy tờ gì,at-0012-nguoi-nuoc-ngoai-lai-xe-may-o-viet-nam-can-giay-to-gi,cam-nang/an-toan/at-0012-nguoi-nuoc-ngoai-lai-xe-may-o-viet-nam-can-giay-to-gi.html,antoan.html,no,false,Không bắt buộc nguồn chính thức,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-12,100,PASS,2026-09-26,2026-09-26,,BATCH-002
XM-0012,PUBLISHED,Xe máy,khi nào cần kiểm tra lọc gió trên honda wave,khi nào cần kiểm tra lọc gió trên honda wave,informational,Khi nào cần kiểm tra lọc gió trên Honda Wave,xm-0012-khi-nao-can-kiem-tra-loc-gio-tren-honda-wave,cam-nang/xe-may/xm-0012-khi-nao-can-kiem-tra-loc-gio-tren-honda-wave.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-13,96,PASS,2026-09-26,2026-09-26,,BATCH-002
DL-0012,PUBLISHED,Du lịch,chụp ảnh sáng sớm ở chùa trấn quốc có gì đẹp,chụp ảnh sáng sớm ở chùa trấn quốc có gì đẹp,informational,Chụp ảnh sáng sớm ở Chùa Trấn Quốc có gì đẹp,dl-0012-chup-anh-sang-som-o-chua-tran-quoc-co-gi-dep,cam-nang/du-lich/dl-0012-chup-anh-sang-som-o-chua-tran-quoc-co-gi-dep.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-14,100,PASS,2026-09-26,2026-09-26,,BATCH-002
CD-0012,PUBLISHED,Cung đường,chỗ ngắm cảnh giữa đường đến việt trì,chỗ ngắm cảnh giữa đường đến việt trì,informational,Chỗ ngắm cảnh giữa đường đến Việt Trì,cd-0012-cho-ngam-canh-giua-duong-den-viet-tri,cam-nang/cung-duong/cd-0012-cho-ngam-canh-giua-duong-den-viet-tri.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-15,99,PASS,2026-09-26,2026-09-26,,BATCH-002
HD-0012,PUBLISHED,Hỏi đáp,xe máy hết hạn đăng kiểm còn chạy được không,xe máy hết hạn đăng kiểm còn chạy được không,informational,Xe máy hết hạn đăng kiểm còn chạy được không,hd-0012-xe-may-het-han-dang-kiem-con-chay-duoc-khong,cam-nang/hoi-dap/hd-0012-xe-may-het-han-dang-kiem-con-chay-duoc-khong.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-16,97,PASS,2026-09-26,2026-09-26,,BATCH-002
KN-0013,PUBLISHED,Kinh nghiệm,honda wave có thích hợp chạy đường đèo không,honda wave có thích hợp chạy đường đèo không,informational,Honda Wave có thích hợp chạy đường đèo không,kn-0013-honda-wave-co-thich-hop-chay-duong-deo-khong,cam-nang/kinh-nghiem/kn-0013-honda-wave-co-thich-hop-chay-duong-deo-khong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-17,98,PASS,2026-09-26,2026-09-26,,BATCH-002
AT-0013,PUBLISHED,An toàn,quy định về mũ bảo hiểm cho người ngồi sau xe máy,quy định về mũ bảo hiểm cho người ngồi sau xe máy,informational,Quy định về mũ bảo hiểm cho người ngồi sau xe máy,at-0013-quy-dinh-ve-mu-bao-hiem-cho-nguoi-ngoi-sau-xe-may,cam-nang/an-toan/at-0013-quy-dinh-ve-mu-bao-hiem-cho-nguoi-ngoi-sau-xe-may.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-18,100,PASS,2026-09-26,2026-09-26,,BATCH-002
XM-0013,PUBLISHED,Xe máy,dấu hiệu chìa khóa gặp vấn đề trên honda wave,dấu hiệu chìa khóa gặp vấn đề trên honda wave,informational,Dấu hiệu chìa khóa gặp vấn đề trên Honda Wave,xm-0013-dau-hieu-chia-khoa-gap-van-de-tren-honda-wave,cam-nang/xe-may/xm-0013-dau-hieu-chia-khoa-gap-van-de-tren-honda-wave.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-19,98,PASS,2026-09-26,2026-09-26,,BATCH-002
DL-0013,PUBLISHED,Du lịch,đi trong ngày đến văn miếu quốc tử giám bằng xe máy có đáng không,đi trong ngày đến văn miếu quốc tử giám bằng xe máy có đáng không,informational,Đi trong ngày đến Văn Miếu Quốc Tử Giám bằng xe máy có đáng không,dl-0013-di-trong-ngay-den-van-mieu-quoc-tu-giam-bang-xe-may-co-dang,cam-nang/du-lich/dl-0013-di-trong-ngay-den-van-mieu-quoc-tu-giam-bang-xe-may-co-dang.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-20,100,PASS,2026-09-26,2026-09-26,,BATCH-002
CD-0013,PUBLISHED,Cung đường,cung đường hà nội - thành phố phú thọ cho người mới,cung đường hà nội - thành phố phú thọ cho người mới,informational,Cung đường Hà Nội - Thành phố Phú Thọ cho người mới,cd-0013-cung-duong-ha-noi-thanh-pho-phu-tho-cho-nguoi-moi,cam-nang/cung-duong/cd-0013-cung-duong-ha-noi-thanh-pho-phu-tho-cho-nguoi-moi.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-21,99,PASS,2026-09-26,2026-09-26,,BATCH-002
